source_facility_code,normalized_at,source_observed_at,total_spaces,occupied_spaces,available_spaces,raw_occupancy_rate,occupancy_rate,observation_present,source_observation_count,source_time_distance_minutes,alignment_status,gap_status,gap_slot_count,is_operational_gap,is_data_gap,is_long_gap,is_very_long_gap,sequence_break,is_eligible_for_sequence,normalization_method,operational_profile_enabled,source,quality_flags,quality_status
BHMBCCSNH01,2016-12-06 11:30:00,2016-12-06 11:29:00,863,864,-1,1.0011587485515643,1.0,True,1,1.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCSNH01,2016-12-06 12:00:00,2016-12-06 11:56:00,863,865,-2,1.0023174971031286,1.0,True,1,4.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-17 12:00:00,2016-11-17 12:04:00,387,390,-3,1.0077519379844961,1.0,True,1,4.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-17 12:30:00,2016-11-17 12:31:00,387,392,-5,1.0129198966408268,1.0,True,1,1.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-17 13:00:00,2016-11-17 13:04:00,387,390,-3,1.0077519379844961,1.0,True,1,4.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-17 13:30:00,2016-11-17 13:31:00,387,394,-7,1.0180878552971577,1.0,True,1,1.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-17 14:00:00,2016-11-17 14:04:00,387,394,-7,1.0180878552971577,1.0,True,1,4.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-17 14:30:00,2016-11-17 14:30:00,387,393,-6,1.0155038759689923,1.0,True,1,0.0,EXACT,CONTINUOUS,0,False,False,False,False,False,True,SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-17 15:00:00,2016-11-17 14:58:00,387,400,-13,1.0335917312661498,1.0,True,1,2.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-18 12:30:00,2016-11-18 12:27:00,387,391,-4,1.0103359173126616,1.0,True,1,3.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-18 13:30:00,2016-11-18 13:34:00,387,396,-9,1.0232558139534884,1.0,True,1,4.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-19 12:00:00,2016-11-19 12:04:00,387,402,-15,1.0387596899224807,1.0,True,1,4.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-19 12:30:00,2016-11-19 12:31:00,387,402,-15,1.0387596899224807,1.0,True,1,1.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-19 13:00:00,2016-11-19 13:04:00,387,399,-12,1.0310077519379846,1.0,True,1,4.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-19 13:30:00,2016-11-19 13:31:00,387,402,-15,1.0387596899224807,1.0,True,1,1.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-19 14:00:00,2016-11-19 14:04:00,387,402,-15,1.0387596899224807,1.0,True,1,4.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-19 14:30:00,2016-11-19 14:31:00,387,399,-12,1.0310077519379846,1.0,True,1,1.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-19 15:00:00,2016-11-19 15:04:00,387,388,-1,1.0025839793281655,1.0,True,1,4.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-19 15:30:00,2016-11-19 15:31:00,387,388,-1,1.0025839793281655,1.0,True,1,1.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-19 16:00:00,2016-11-19 16:04:00,387,395,-8,1.020671834625323,1.0,True,1,4.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-19 16:30:00,2016-11-19 16:31:00,387,402,-15,1.0387596899224807,1.0,True,1,1.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-20 12:00:00,2016-11-20 12:01:00,387,402,-15,1.0387596899224807,1.0,True,1,1.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-20 12:30:00,2016-11-20 12:34:00,387,402,-15,1.0387596899224807,1.0,True,1,4.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-20 13:00:00,2016-11-20 13:07:00,387,402,-15,1.0387596899224807,1.0,True,1,7.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-20 13:30:00,2016-11-20 13:27:00,387,402,-15,1.0387596899224807,1.0,True,1,3.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-20 14:00:00,2016-11-20 14:01:00,387,402,-15,1.0387596899224807,1.0,True,1,1.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-20 14:30:00,2016-11-20 14:27:00,387,402,-15,1.0387596899224807,1.0,True,1,3.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-20 15:00:00,2016-11-20 15:01:00,387,402,-15,1.0387596899224807,1.0,True,1,1.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-20 15:30:00,2016-11-20 15:27:00,387,401,-14,1.0361757105943152,1.0,True,1,3.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-20 16:00:00,2016-11-20 16:01:00,387,399,-12,1.0310077519379846,1.0,True,1,1.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-22 11:30:00,2016-11-22 11:31:00,387,390,-3,1.0077519379844961,1.0,True,1,1.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-22 12:00:00,2016-11-22 12:04:00,387,389,-2,1.0051679586563307,1.0,True,1,4.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-22 13:00:00,2016-11-22 12:57:00,387,390,-3,1.0077519379844961,1.0,True,1,3.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-22 13:30:00,2016-11-22 13:31:00,387,388,-1,1.0025839793281655,1.0,True,1,1.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-22 14:00:00,2016-11-22 13:57:00,387,399,-12,1.0310077519379846,1.0,True,1,3.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-22 14:30:00,2016-11-22 14:31:00,387,388,-1,1.0025839793281655,1.0,True,1,1.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-23 10:30:00,2016-11-23 10:31:00,387,398,-11,1.028423772609819,1.0,True,1,1.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-23 11:00:00,2016-11-23 11:04:00,387,395,-8,1.020671834625323,1.0,True,1,4.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-23 11:30:00,2016-11-23 11:31:00,387,396,-9,1.0232558139534884,1.0,True,1,1.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-23 12:00:00,2016-11-23 11:57:00,387,390,-3,1.0077519379844961,1.0,True,1,3.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-23 12:30:00,2016-11-23 12:31:00,387,395,-8,1.020671834625323,1.0,True,1,1.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-23 13:00:00,2016-11-23 13:04:00,387,399,-12,1.0310077519379846,1.0,True,1,4.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-23 13:30:00,2016-11-23 13:31:00,387,402,-15,1.0387596899224807,1.0,True,1,1.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-23 14:00:00,2016-11-23 13:57:00,387,402,-15,1.0387596899224807,1.0,True,1,3.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-23 14:30:00,2016-11-23 14:30:00,387,402,-15,1.0387596899224807,1.0,True,1,0.0,EXACT,CONTINUOUS,0,False,False,False,False,False,True,SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-23 15:00:00,2016-11-23 15:04:00,387,392,-5,1.0129198966408268,1.0,True,1,4.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-24 12:30:00,2016-11-24 12:30:00,387,398,-11,1.028423772609819,1.0,True,1,0.0,EXACT,CONTINUOUS,0,False,False,False,False,False,True,SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-24 13:00:00,2016-11-24 13:04:00,387,400,-13,1.0335917312661498,1.0,True,1,4.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-24 13:30:00,2016-11-24 13:30:00,387,400,-13,1.0335917312661498,1.0,True,1,0.0,EXACT,CONTINUOUS,0,False,False,False,False,False,True,SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-24 14:00:00,2016-11-24 13:57:00,387,397,-10,1.0258397932816536,1.0,True,1,3.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-24 14:30:00,2016-11-24 14:30:00,387,396,-9,1.0232558139534884,1.0,True,1,0.0,EXACT,CONTINUOUS,0,False,False,False,False,False,True,SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-24 15:00:00,2016-11-24 14:57:00,387,389,-2,1.0051679586563307,1.0,True,1,3.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-25 11:30:00,2016-11-25 11:27:00,387,397,-10,1.0258397932816536,1.0,True,1,3.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-25 12:00:00,2016-11-25 12:00:00,387,401,-14,1.0361757105943152,1.0,True,1,0.0,EXACT,CONTINUOUS,0,False,False,False,False,False,True,SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-25 12:30:00,2016-11-25 12:34:00,387,401,-14,1.0361757105943152,1.0,True,1,4.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-25 13:00:00,2016-11-25 13:00:00,387,402,-15,1.0387596899224807,1.0,True,1,0.0,EXACT,CONTINUOUS,0,False,False,False,False,False,True,SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-25 13:30:00,2016-11-25 13:27:00,387,402,-15,1.0387596899224807,1.0,True,1,3.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-25 14:00:00,2016-11-25 14:00:00,387,401,-14,1.0361757105943152,1.0,True,1,0.0,EXACT,CONTINUOUS,0,False,False,False,False,False,True,SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-25 14:30:00,2016-11-25 14:34:00,387,394,-7,1.0180878552971577,1.0,True,1,4.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-25 15:00:00,2016-11-25 15:00:00,387,389,-2,1.0051679586563307,1.0,True,1,0.0,EXACT,CONTINUOUS,0,False,False,False,False,False,True,SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-26 11:00:00,2016-11-26 11:01:00,387,395,-8,1.020671834625323,1.0,True,1,1.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-26 11:30:00,2016-11-26 11:28:00,387,401,-14,1.0361757105943152,1.0,True,1,2.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-26 12:00:00,2016-11-26 12:01:00,387,401,-14,1.0361757105943152,1.0,True,1,1.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-26 12:30:00,2016-11-26 12:28:00,387,401,-14,1.0361757105943152,1.0,True,1,2.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-26 13:00:00,2016-11-26 13:01:00,387,402,-15,1.0387596899224807,1.0,True,1,1.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-26 13:30:00,2016-11-26 13:28:00,387,402,-15,1.0387596899224807,1.0,True,1,2.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-26 14:00:00,2016-11-26 14:01:00,387,402,-15,1.0387596899224807,1.0,True,1,1.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-26 14:30:00,2016-11-26 14:41:00,387,399,-12,1.0310077519379846,1.0,True,1,11.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-26 15:00:00,2016-11-26 15:01:00,387,401,-14,1.0361757105943152,1.0,True,1,1.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-26 15:30:00,2016-11-26 15:28:00,387,398,-11,1.028423772609819,1.0,True,1,2.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-26 16:00:00,2016-11-26 16:01:00,387,402,-15,1.0387596899224807,1.0,True,1,1.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-26 16:30:00,2016-11-26 16:28:00,387,400,-13,1.0335917312661498,1.0,True,1,2.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-27 11:30:00,2016-11-27 11:31:00,387,391,-4,1.0103359173126616,1.0,True,1,1.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-27 12:00:00,2016-11-27 12:01:00,387,402,-15,1.0387596899224807,1.0,True,1,1.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-27 12:30:00,2016-11-27 12:32:00,387,403,-16,1.041343669250646,1.0,True,1,2.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-27 13:00:00,2016-11-27 13:08:00,387,401,-14,1.0361757105943152,1.0,True,1,8.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-27 13:30:00,2016-11-27 13:32:00,387,401,-14,1.0361757105943152,1.0,True,1,2.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-27 14:00:00,2016-11-27 14:02:00,387,402,-15,1.0387596899224807,1.0,True,1,2.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
BHMBCCTHL01,2016-11-27 14:30:00,2016-11-27 14:31:00,387,402,-15,1.0387596899224807,1.0,True,1,1.0,ALIGNED,CONTINUOUS,0,False,False,False,False,False,True,NEAREST_SOURCE_OBSERVATION,True,BIRMINGHAM,['CAPACITY_EXCEEDED'],FLAGGED
